Index,Index Membership,Regions,Sub-Regions,Country,Company Name,Refinitiv,FIT Industry,Primary Business Tag,Business Tags,Business Overview,NACE Industry,ESI Survey Component,CUSIP,ISIN,SEDOL,FIGI,CIK,Ticker,MIC Code,Exchange,Market Currency
162,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Antofagasta Plc,Collective Investments,Investment Services,investment_trust,investment_trust;portfolio_management,Operates a global equity investment trust for long-term capital and income growth.,Mining and quarrying,,S00456145,GB0000456144,45614,,,ANTO,XLON,London Stock Exchange,GBP
163,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Auto Trader Group Plc,Metals & Mining,Mining,mining,mining;copper;rail_logistics,Produces copper and operates transport infrastructure supporting mining activities.,Information and communication,,,GB00BVYVFW23,BVYVFW2,,,AUTO,XLON,London Stock Exchange,GBP
164,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Aviva Plc,Software & IT Services,Software & Digital Services,digital_marketplaces,digital_marketplaces;automotive_services,"Operates an online marketplace for vehicle buying, selling and leasing.",Financial and insurance activities,,,GB00BPQY8M80,BPQY8M8,,,AV,XLON,London Stock Exchange,GBP
165,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Astrazeneca Plc,Insurance,Insurance,insurance,insurance;wealth_management;asset_management;retirement_services,"Provides insurance, retirement, wealth and investment management services.",Manufacturing,,S09895293,GB0009895292,989529,,91832,AZN,XLON,London Stock Exchange,GBP
166,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Bae Systems Plc,Pharmaceuticals,Pharmaceuticals,pharmaceuticals,pharmaceuticals;biotechnology;drug_development,"Discovers, develops and commercialises prescription medicines globally.",Manufacturing,,S02634947,GB0002634946,263494,,,BA,XLON,London Stock Exchange,GBP
167,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Babcock International Group Plc,Aerospace & Defense,Aerospace & Defense,defence_systems,defence_systems;aerospace;cybersecurity;military_systems,"Develops advanced defence, aerospace and security technologies.",Manufacturing,,S09697038,GB0009697037,969703,,,BAB,XLON,London Stock Exchange,GBP
168,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Barclays Plc,Aerospace & Defense,Aerospace & Defense,defence_services,defence_services;engineering_services;military_support,"Provides engineering, maintenance and operational support for defence and critical infrastructure.",Financial and insurance activities,,S31348659,GB0031348658,3134865,,,BARC,XLON,London Stock Exchange,GBP
169,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,British American Tobacco Plc,Banking Services,Banking,banking,banking;investment_banking;wealth_management;payments,"Provides retail, commercial and investment banking services worldwide.",Manufacturing,,S02875805,GB0002875804,287580,,,BATS,XLON,London Stock Exchange,GBP
170,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Tritax Big Box Reit Plc,Food & Tobacco,Food & Beverage,tobacco_products,tobacco_products;consumer_brands,Manufactures and markets tobacco and next-generation nicotine products.,Real estate activities,,,GB00BG49KP99,BG49KP9,,,BBOX,XLON,London Stock Exchange,GBP
171,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Beazley Plc,Residential & Commercial REIT,Real Estate Investment Trusts (REITs),logistics_reit,logistics_reit;industrial_property,Owns and manages logistics warehouse real estate assets.,Financial and insurance activities,,,GB00BYQ0JC66,BYQ0JC6,,,BEZ,XLON,London Stock Exchange,GBP
172,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Bank Of Georgia Group Plc,Insurance,Insurance,insurance,insurance;reinsurance;cyber_insurance,Provides specialist insurance and reinsurance across commercial risk markets.,Financial and insurance activities,,,GB00BF4HYT85,BF4HYT8,,,BGEO,XLON,London Stock Exchange,GBP
173,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,British Land Reit Plc,Banking Services,Banking,banking,banking;investment_banking;digital_finance,Provides banking and financial services in Georgia and Armenia.,Real estate activities,,S01367010,GB0001367019,136701,,,BLND,XLON,London Stock Exchange,GBP
174,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Bunzl,Residential & Commercial REIT,Real Estate Investment Trusts (REITs),commercial_real_estate,commercial_real_estate;urban_development,"Develops and manages commercial property, campuses and logistics assets.",Wholesale and retail trade; repair of motor vehicles and motorcycles,,,GB00B0744B38,B0744B3,,,BNZL,XLON,London Stock Exchange,GBP
175,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Bp Plc,Diversified Industrial Goods Wholesale,Industrial Distribution,industrial_distribution,industrial_distribution;packaging;industrial_supplies,"Distributes specialist industrial, healthcare and retail consumable products.",Mining and quarrying,,S07980592,GB0007980591,798059,,,BP,XLON,London Stock Exchange,GBP
176,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Burberry Group Plc,Oil & Gas,Oil & Gas,integrated_energy,integrated_energy;oil_gas;renewable_energy;energy_trading,Produces oil and gas while expanding low-carbon energy and trading operations.,Wholesale and retail trade; repair of motor vehicles and motorcycles,,S31743008,GB0031743007,3174300,,,BRBY,XLON,London Stock Exchange,GBP
177,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Bt Group Plc,Specialty Retailers,Retail,luxury_goods,luxury_goods;fashion_retail,"Designs, manufactures and sells luxury fashion and lifestyle products.",Information and communication,,S30913578,GB0030913577,3091357,,,BT-A,XLON,London Stock Exchange,GBP
178,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Barratt Redrow,Telecommunications Services,Telecommunications,telecommunications,telecommunications;digital_infrastructure;cybersecurity,"Provides fixed, mobile and enterprise communications infrastructure and services.",Construction,,,,,,,BTRW,XLON,London Stock Exchange,GBP
179,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Computacenter Plc,Homebuilding & Construction Supplies,Residential Construction,homebuilding,homebuilding;property_development,Develops and builds residential housing across the UK.,Information and communication,,,GB00BV9FP302,BV9FP30,,,CCC,XLON,London Stock Exchange,GBP
180,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Coca Cola Europacific Partners Plc,Software & IT Services,Software & Digital Services,it_services,it_services;managed_services;digital_transformation,"Delivers enterprise IT infrastructure, managed services and digital transformation solutions.",Manufacturing,,,GB00BDCPN049,BYQQ3P5,,1650107,CCEP,XLON,London Stock Exchange,GBP
181,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Coca Cola Hbc Ag,Beverages,Food & Beverage,beverage_manufacturing,beverage_manufacturing;consumer_brands,Manufactures and distributes Coca-Cola beverages across multiple regions.,Manufacturing,,,CH0198251305,B9895B7,,,CCH,XLON,London Stock Exchange,GBP
182,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Centrica Plc,Beverages,Food & Beverage,beverage_manufacturing,beverage_manufacturing;bottling,Bottles and distributes Coca-Cola beverages across Europe and emerging markets.,"Electricity, gas, steam and air conditioning supply",,,GB00B033F229,B033F22,,,CNA,XLON,London Stock Exchange,GBP
183,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Compass Group Plc,Multiline Utilities,Utilities,integrated_utilities,integrated_utilities;energy_supply;energy_trading,Supplies energy while operating trading and infrastructure businesses.,Accommodation and food service activities,,,GB00BD6K4575,BD6K457,,,CPG,XLON,London Stock Exchange,GBP
184,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Croda International Plc,Hotels & Entertainment Services,"Leisure, Hospitality & Travel",facilities_services,facilities_services;food_services,Provides contract catering and facilities support services globally.,Manufacturing,,,GB00BJFFLV09,BJFFLV0,,,CRDA,XLON,London Stock Exchange,GBP
185,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Convatec Group Plc,Chemicals,Chemicals,specialty_chemicals,specialty_chemicals;life_sciences;industrial_materials,"Develops specialty chemical ingredients for consumer, industrial and life science markets.",Manufacturing,,,GB00BD3VFW73,BD3VFW7,,,CTEC,XLON,London Stock Exchange,GBP
186,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Dcc Plc,Healthcare Equipment & Supplies,Medical Devices,medical_devices,medical_devices;healthcare_products,"Develops medical products for advanced wound, ostomy, continence and infusion care.",Manufacturing,,,IE0002424939,242493,,,DCC,XLON,London Stock Exchange,GBP
187,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Diageo Plc,Consumer Goods Conglomerates,Diversified Consumer Goods,industrial_distribution,industrial_distribution;energy_distribution;technology_distribution,Distributes energy products and technology solutions internationally.,Manufacturing,,S02374007,GB0002374006,237400,,,DGE,XLON,London Stock Exchange,GBP
188,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Diploma Plc,Beverages,Food & Beverage,beverage_manufacturing,beverage_manufacturing;consumer_brands,Produces and markets premium spirits and beverage brands worldwide.,Manufacturing,,S01826635,GB0001826634,182663,,,DPLM,XLON,London Stock Exchange,GBP
189,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Endeavour Mining,"Machinery, Equipment & Components",Machinery,industrial_components,industrial_components;industrial_distribution;life_sciences,Supplies specialist industrial components and life science products.,Mining and quarrying,,,GB00BL6K5J42,BL6K5J4,,,EDV,XLON,London Stock Exchange,GBP
190,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Entain Plc,Metals & Mining,Mining,mining,mining;gold_mining,"Explores, develops and operates gold mining assets in West Africa.","Arts, entertainment and recreation",,,IM00B5VQMV65,B5VQMV6,,,ENT,XLON,London Stock Exchange,GBP
191,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Experian Plc,Hotels & Entertainment Services,"Leisure, Hospitality & Travel",betting_services,betting_services;online_gaming,Operates sports betting and online gaming platforms globally.,"Professional, scientific and technical activities",,,GB00B19NLV48,B19NLV4,,,EXPN,XLON,London Stock Exchange,GBP
192,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,F&C Investment Trust Plc,Professional & Commercial Services,Professional Services,data_analytics,data_analytics;credit_analytics;fraud_detection,"Provides data, analytics and decision-support solutions for businesses and consumers.",Financial and insurance activities,,,GB0003466074,,,,FCIT,XLON,London Stock Exchange,GBP
193,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Fresnillo Plc,Collective Investments,Investment Services,investment_trust,investment_trust;portfolio_management,Operates a globally diversified investment trust.,Mining and quarrying,,,GB00B2QPKJ12,,,,FRES,XLON,London Stock Exchange,GBP
194,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Games Workshop Group Plc,Metals & Mining,Mining,mining,mining;silver_mining;gold_mining,Produces silver and gold through mining operations in Mexico.,Manufacturing,,S03718475,GB0003718474,371847,,,GAW,XLON,London Stock Exchange,GBP
195,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Glencore Plc,Leisure Products,Leisure Products,hobby_products,hobby_products;gaming;consumer_brands,"Designs, manufactures and sells tabletop gaming products and intellectual property.",Mining and quarrying,,,JE00B4T3BW64,B4T3BW6,,,GLEN,XLON,London Stock Exchange,GBP
196,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Glaxosmithkline,Metals & Mining,Mining,commodity_trading,commodity_trading;mining;metals;energy_trading,"Produces and markets metals, minerals and energy commodities globally.",Manufacturing,,,GB00BN7SWP63,BN7SWP6,,,GSK,XLON,London Stock Exchange,GBP
197,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Halma Plc,Pharmaceuticals,Pharmaceuticals,pharmaceuticals,pharmaceuticals;vaccines;biotechnology,Develops medicines and vaccines focused on infectious disease and immune science.,Manufacturing,,S04052072,GB0004052071,405207,,,HLMA,XLON,London Stock Exchange,GBP
198,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Haleon Plc,Electronic Equipment & Parts,Communications Equipment,safety_technology,safety_technology;medical_devices;environmental_monitoring,"Develops safety, healthcare and environmental monitoring technologies.",Manufacturing,,,GB00BMX86B70,BMX86B7,,,HLN,XLON,London Stock Exchange,GBP
199,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Hsbc Holdings Plc,Pharmaceuticals,Pharmaceuticals,consumer_healthcare,consumer_healthcare;consumer_brands,"Manufactures consumer healthcare, wellness and over-the-counter health products.",Financial and insurance activities,,S05405287,GB0005405286,540528,,,HSBA,XLON,London Stock Exchange,GBP
200,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Hiscox Ltd,Banking Services,Banking,banking,banking;wealth_management;investment_banking,"Provides global retail, commercial and institutional banking services.",Financial and insurance activities,,G4593F138,BMG4593F1389,BVZHXQ9,,,HSX,XLON,London Stock Exchange,GBP
201,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Howden Joinery Group Plc,Insurance,Insurance,insurance,insurance;reinsurance,Provides specialist commercial insurance and global reinsurance services.,Construction,,S05576814,GB0005576813,557681,,,HWDN,XLON,London Stock Exchange,GBP
202,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,International Airlines Group Sa,Homebuilding & Construction Supplies,Residential Construction,building_products,building_products;kitchen_products;home_improvement,Manufactures and distributes kitchens and joinery products for trade professionals.,Transportation and storage,,,ES0177542018,,,,IAG,XLON,London Stock Exchange,GBP
203,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Icg Enterprise Trust,Investment Banking & Investment Services,Investment Services,alternative_asset_management,alternative_asset_management;private_equity;private_credit;infrastructure_investment,"Manages alternative investments across private equity, debt and infrastructure.",Financial and insurance activities,,,,,,,ICG,XLON,London Stock Exchange,GBP
204,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Ig Group Holdings Plc,Investment Banking & Investment Services,Investment Services,trading_platforms,trading_platforms;investment_services;financial_education,Provides online trading platforms and investment services for retail clients.,Financial and insurance activities,,,GB00B06QFB75,B06QFB7,,,IGG,XLON,London Stock Exchange,GBP
205,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Intercontinental Hotels Group Plc,Hotels & Entertainment Services,"Leisure, Hospitality & Travel",hospitality,hospitality;hotel_management;travel_services,"Operates, manages and franchises global hotel brands and hospitality services.",Accommodation and food service activities,,,GB00BHJYC057,BHJYC05,,,IHG,XLON,London Stock Exchange,GBP
206,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,3I Group Plc,Investment Banking & Investment Services,Investment Services,private_equity,private_equity;infrastructure_investment;asset_management,Invests in private equity and infrastructure businesses while managing investment assets.,Financial and insurance activities,,,GB00B1YW4409,B1YW440,,,III,XLON,London Stock Exchange,GBP
207,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Imperial Brands Plc,Food & Tobacco,Food & Beverage,tobacco_products,tobacco_products;consumer_brands;industrial_distribution,Manufactures and markets tobacco and next-generation nicotine products while operating distribution services.,Manufacturing,,S04544920,GB0004544929,454492,,,IMB,XLON,London Stock Exchange,GBP
208,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Imi Plc,"Machinery, Equipment & Components",Machinery,fluid_control,fluid_control;industrial_automation;energy_systems,"Develops fluid and motion control technologies for industrial, energy and automation applications.",Manufacturing,,,GB00BGLP8L22,BGLP8L2,,,IMI,XLON,London Stock Exchange,GBP
209,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Informa Plc,Professional & Commercial Services,Professional Services,business_information,business_information;events;academic_publishing;digital_services,"Provides business events, digital information, research and academic publishing services.","Professional, scientific and technical activities",,,GB00BMJ6DW54,BMJ6DW5,,,INF,XLON,London Stock Exchange,GBP
210,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Investec Plc,Investment Banking & Investment Services,Investment Services,investment_banking,investment_banking;private_banking;wealth_management,"Provides private banking, corporate banking, investment banking and wealth management services.",Financial and insurance activities,,,GB00B17BBQ50,B17BBQ5,,,INVP,XLON,London Stock Exchange,GBP
211,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Intertek Group Plc,Professional & Commercial Services,Professional Services,testing_certification,testing_certification;inspection;quality_assurance,"Provides testing, inspection, certification and quality assurance services across global industries.","Professional, scientific and technical activities",,S31638364,GB0031638363,3163836,,,ITRK,XLON,London Stock Exchange,GBP
212,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Jd Sports Fashion Plc,Specialty Retailers,Retail,sports_retail,sports_retail;footwear;apparel,Operates sports fashion and outdoor retail businesses across physical and digital channels.,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,GB00BM8Q5M07,BM8Q5M0,,,JD,XLON,London Stock Exchange,GBP
213,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Kingfisher Plc,Specialty Retailers,Retail,home_improvement,home_improvement;building_products;retail,Operates home improvement retail businesses serving consumers and trade professionals.,Wholesale and retail trade; repair of motor vehicles and motorcycles,,S33195215,GB0033195214,3319521,,,KGF,XLON,London Stock Exchange,GBP
214,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Land Securities Group Reit Plc,Residential & Commercial REIT,Real Estate Investment Trusts (REITs),commercial_real_estate,commercial_real_estate;office_property;retail_property,"Owns, develops and manages office, retail and mixed-use commercial real-estate assets.",Real estate activities,,,GB00BYW0PQ60,BYW0PQ6,,,LAND,XLON,London Stock Exchange,GBP
215,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Legal And General Group Plc,Insurance,Insurance,insurance,insurance;asset_management;retirement_services,"Provides insurance, retirement, investment and asset management services.",Financial and insurance activities,,S05603998,GB0005603997,560399,,,LGEN,XLON,London Stock Exchange,GBP
216,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Lloyds Banking Group Plc,Banking Services,Banking,banking,banking;commercial_banking;insurance;asset_management,"Provides retail, commercial banking and financial services, with additional activities across insurance and investments.",Financial and insurance activities,,S08706129,GB0008706128,870612,,,LLOY,XLON,London Stock Exchange,GBP
217,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Londonmetric Property Reit Plc,Residential & Commercial REIT,Real Estate Investment Trusts (REITs),logistics_real_estate,logistics_real_estate;commercial_real_estate;healthcare_property,"Owns and manages logistics, healthcare, leisure and commercial real-estate assets.",Real estate activities,,,GB00B4WFW713,B4WFW71,,,LMP,XLON,London Stock Exchange,GBP
218,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,London Stock Exchange Group Plc,Investment Banking & Investment Services,Investment Services,market_infrastructure,market_infrastructure;financial_data;capital_markets,"Operates financial market infrastructure while providing market data, indices and analytics services.",Financial and insurance activities,,,GB00B0SWJX34,B0SWJX3,,,LSEG,XLON,London Stock Exchange,GBP
219,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Marks And Spencer Group Plc,Food & Drug Retailing,Food Retail,food_retail,food_retail;fashion_retail;financial_services,"Operates food, clothing and home retail businesses, with additional activities across financial services.",Accommodation and food service activities,,S31274897,GB0031274896,3127489,,,MKS,XLON,London Stock Exchange,GBP
220,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,M&G Plc,Insurance,Insurance,asset_management,asset_management;pensions;retirement_services,"Provides investment management, pensions and long-term savings solutions.",Financial and insurance activities,,,GB00BKFB1C65,BKFB1C6,,,MNG,XLON,London Stock Exchange,GBP
221,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Melrose Industries Plc,Aerospace & Defense,Aerospace & Defense,aerospace_components,aerospace_components;aerospace_manufacturing;defense_systems,"Designs and manufactures aerospace structures, engine components and defence technologies.",Manufacturing,,,GB00BNGDN821,BNGDN82,,,MRO,XLON,London Stock Exchange,GBP
222,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Metlen Energy & Metals,Multiline Utilities,Utilities,integrated_energy,integrated_energy;metals;engineering_services,Produces energy and metals while developing infrastructure and engineering projects.,"Electricity, gas, steam and air conditioning supply",,,,,,,MTLN,XLON,London Stock Exchange,GBP
223,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,National Grid Plc,Multiline Utilities,Utilities,electricity_transmission,electricity_transmission;gas_distribution;energy_infrastructure,Operates electricity transmission and gas distribution infrastructure.,"Electricity, gas, steam and air conditioning supply",,,GB00BDR05C01,BDR05C0,,,NG,XLON,London Stock Exchange,GBP
224,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Natwest Group Plc,Banking Services,Banking,banking,banking;commercial_banking;private_banking,"Provides retail, private, commercial and institutional banking services.",Financial and insurance activities,,,GB00BM8PJY71,BM8PJY7,,,NWG,XLON,London Stock Exchange,GBP
225,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Next Plc,Specialty Retailers,Retail,fashion_retail,fashion_retail;ecommerce;consumer_brands,"Designs, markets and sells clothing, homeware and beauty products through retail and digital channels.",Wholesale and retail trade; repair of motor vehicles and motorcycles,,S32089864,GB0032089863,3208986,,,NXT,XLON,London Stock Exchange,GBP
226,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Polar Capital Technology Trust,Collective Investments,Investment Services,investment_trust,investment_trust;technology_investing,Operates a technology-focused global investment trust.,Financial and insurance activities,,,,,,,PCT,XLON,London Stock Exchange,GBP
227,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Prudential Plc,Insurance,Insurance,insurance,insurance;asset_management;life_insurance,"Provides life insurance, health insurance and asset management services across Asia and Africa.",Financial and insurance activities,,S07099542,GB0007099541,709954,,,PRU,XLON,London Stock Exchange,GBP
228,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Pershing Square Holdings,Collective Investments,Investment Services,investment_holding,investment_holding;equity_investing,Manages a concentrated portfolio of global equity investments through a closed-end investment company.,Financial and insurance activities,,,,,,,PSH,XLON,London Stock Exchange,GBP
229,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Persimmon Plc,Homebuilding & Construction Supplies,Residential Construction,homebuilding,homebuilding;property_development;construction_materials,Develops and builds residential housing across the United Kingdom.,Construction,,S06825384,GB0006825383,682538,,,PSN,XLON,London Stock Exchange,GBP
230,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Pearson Plc,Media & Publishing,Media,education_services,education_services;digital_learning;assessment,"Provides educational content, assessments and digital learning solutions.",Information and communication,,S06776082,GB0006776081,677608,,,PSON,XLON,London Stock Exchange,GBP
231,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Relx Plc,Software & IT Services,Software & Digital Services,data_analytics,data_analytics;business_information;risk_analytics,"Provides information, analytics and decision-support tools for professional markets.",Information and communication,,,GB00B2B0DG97,B2B0DG9,,,REL,XLON,London Stock Exchange,GBP
232,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Rio Tinto Plc,Metals & Mining,Mining,mining,mining;iron_ore;copper;aluminium,"Produces iron ore, copper, aluminium and other mined materials through global mining operations.",Mining and quarrying,,S07188758,GB0007188757,718875,,,RIO,XLON,London Stock Exchange,GBP
233,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Reckitt Benckiser Group Plc,Personal & Household Products & Services,Household Products,consumer_healthcare,consumer_healthcare;household_products;personal_care,"Develops and markets consumer healthcare, household and personal-care products.",Manufacturing,,,GB00B24CGK77,B24CGK7,,,RKT,XLON,London Stock Exchange,GBP
234,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Rolls-Royce Holdings Plc,Aerospace & Defense,Aerospace & Defense,aerospace_propulsion,aerospace_propulsion;power_systems;defense_systems,"Develops aircraft engines, power systems and propulsion technologies for civil and defence markets.",Manufacturing,,,GB00B63H8491,B63H849,,,RR,XLON,London Stock Exchange,GBP
235,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Rentokil Initial Plc,Professional & Commercial Services,Professional Services,business_services,business_services;pest_control;hygiene_services,"Provides pest control, hygiene and workplace wellbeing services.","Professional, scientific and technical activities",,,GB00B082RF11,B082RF1,,,RTO,XLON,London Stock Exchange,GBP
236,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Sainsbury(J) Plc,Food & Drug Retailing,Food Retail,food_retail,food_retail;general_merchandise;financial_services,"Operates supermarkets and retail businesses, with additional activities across banking and financial services.",Accommodation and food service activities,,,GB00B019KW72,B019KW7,,,SBRY,XLON,London Stock Exchange,GBP
237,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Standard Life,Insurance,Insurance,retirement_services,retirement_services;insurance;investment_services,"Provides retirement, pensions, savings and investment products.",Financial and insurance activities,,,,,,,SDLF,XLON,London Stock Exchange,GBP
238,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Schroders Plc,Investment Banking & Investment Services,Investment Services,asset_management,asset_management;wealth_management;investment_advisory,"Provides investment management, advisory and wealth management services.",Financial and insurance activities,,,GB00BP9LHF23,BP9LHF2,,,SDR,XLON,London Stock Exchange,GBP
239,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Sage Group Plc,Software & IT Services,Software & Digital Services,enterprise_software,enterprise_software;accounting_software;payroll_software,"Develops accounting, payroll, financial management and business software solutions.",Information and communication,,,GB00B8C3BL03,B8C3BL0,,,SGE,XLON,London Stock Exchange,GBP
240,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Segro Reit Plc,Residential & Commercial REIT,Real Estate Investment Trusts (REITs),logistics_real_estate,logistics_real_estate;industrial_property;data_centres,"Owns, develops and manages logistics warehouses and industrial property assets.",Real estate activities,,,GB00B5ZN1N88,B5ZN1N8,,,SGRO,XLON,London Stock Exchange,GBP
241,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Shell Plc,Oil & Gas,Oil & Gas,integrated_energy,integrated_energy;oil_gas;lng;renewable_energy,"Explores, produces, refines and markets energy products, with additional activities across LNG, chemicals and renewable energy.",Mining and quarrying,,,GB00BP6MXD84,BP6MXD8,,,SHEL,XLON,London Stock Exchange,GBP
242,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Smiths Group Plc,Consumer Goods Conglomerates,Diversified Consumer Goods,industrial_engineering,industrial_engineering;fluid_management;industrial_components,"Designs and manufactures engineered industrial products for energy, aerospace and industrial markets.",Manufacturing,,,GB00B1WY2338,B1WY233,,,SMIN,XLON,London Stock Exchange,GBP
243,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Scottish Mortgage Investment Trust,Collective Investments,Investment Services,investment_trust,investment_trust;global_equities,Operates a globally diversified long-term investment trust.,Financial and insurance activities,,,GB00BLDYK618,,,,SMT,XLON,London Stock Exchange,GBP
244,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Smith And Nephew Plc,Healthcare Equipment & Supplies,Medical Devices,medical_devices,medical_devices;orthopaedics;wound_care,"Develops orthopaedic, sports medicine and advanced wound-care technologies.",Manufacturing,,S09223207,GB0009223206,922320,,,SN,XLON,London Stock Exchange,GBP
245,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Spirax-Sarco Engineering Plc,"Machinery, Equipment & Components",Machinery,thermal_management,thermal_management;fluid_technology;industrial_equipment,Develops thermal energy management and fluid technology solutions for industrial markets.,Manufacturing,,,GB00BWFGQN14,BWFGQN1,,,SPX,XLON,London Stock Exchange,GBP
246,FTSE 100,"Europe, The Middle East and Africa",Western Europe,United Kingdom,Sse Plc,Electrical Utilities & IPPs,Utilities,electricity_generation,electricity_generation;renewable_energy;electricity_transmission,"Develops, generates and distributes electricity through renewable and network infrastructure.","Electricity, gas, steam and air conditioning supply",,S07908734,GB0007908733,790873,,,SSE,XLON,London Stock Exchange,GBP
